video_id,true_label,predicted_label,confidence_score,max_probability,margin,entropy,is_correct,all_probs
stand14_angles.json,stand,stand,1.0000000000910239,1,349.06969545862876,-9.10E-11,TRUE,"{'bb': np.float64(1.3493397856325707e-282), 'jg': np.float64(2.5174303438926555e-152), 'stand': np.float64(1.0)}"
bb22_angles.json,bb,bb,1.0000000000910239,1,45.75773080343788,-9.10E-11,TRUE,"{'bb': np.float64(1.0), 'jg': np.float64(1.3417450682301393e-20), 'stand': np.float64(4.084591823733164e-76)}"
stand100_angles.json,stand,stand,1.0000000000910239,1,47.403597460455785,-9.10E-11,TRUE,"{'bb': np.float64(2.5874931012883362e-21), 'jg': np.float64(7.0170889753974e-115), 'stand': np.float64(1.0)}"
bb130_angles.json,bb,bb,0.838875488,0.9668756949760765,3.373802636436494,0.13238538089298915,TRUE,"{'bb': np.float64(0.9668756949760765), 'jg': np.float64(3.5858878060712943e-87), 'stand': np.float64(0.033124305023923446)}"
jg121_angles.json,jg,bb,1.0000000000910239,1,139.08387821755196,-9.10E-11,FALSE,"{'bb': np.float64(1.0), 'jg': np.float64(3.950382679414572e-61), 'stand': np.float64(1.1589198147545057e-87)}"
jg103_angles.json,jg,stand,1.0000000000910239,1,89.91550028,-9.10E-11,FALSE,"{'bb': np.float64(4.877105262442057e-146), 'jg': np.float64(8.916499497309168e-40), 'stand': np.float64(1.0)}"
stand51_angles.json,stand,stand,1.0000000000910239,1,249.14591472817756,-9.10E-11,TRUE,"{'bb': np.float64(1.7984964348399268e-111), 'jg': np.float64(6.270527037773652e-109), 'stand': np.float64(1.0)}"
jg112_angles.json,jg,stand,1.0000000000910239,1,64.63951507447564,-9.10E-11,FALSE,"{'bb': np.float64(9.888451464028842e-57), 'jg': np.float64(8.460875221555364e-29), 'stand': np.float64(1.0)}"
jg28_angles.json,jg,stand,0.8936652568161046,0.9802550668902222,3.9049159031080762,0.088333958,FALSE,"{'bb': np.float64(1.770653311150162e-44), 'jg': np.float64(0.0197449331097778), 'stand': np.float64(0.9802550668902222)}"
stand137_angles.json,stand,stand,1.0000000000910239,1,143.1204214162367,-9.10E-11,TRUE,"{'bb': np.float64(6.975747164913707e-63), 'jg': np.float64(2.958315101308159e-141), 'stand': np.float64(1.0)}"
stand67_angles.json,stand,stand,1.0000000000910239,1,95.60386065108514,-9.10E-11,TRUE,"{'bb': np.float64(3.018358844386959e-42), 'jg': np.float64(6.844902002177819e-115), 'stand': np.float64(1.0)}"
stand111_angles.json,stand,stand,0.9999999760143766,0.9999999988286634,20.565120309491704,2.2814286763515787e-08,TRUE,"{'bb': np.float64(3.885126766106189e-34), 'jg': np.float64(1.1713366425732163e-09), 'stand': np.float64(0.9999999988286634)}"
bb49_angles.json,bb,bb,0.9999999971827044,0.9999999998684312,22.75149139257428,2.6857268989027216e-09,TRUE,"{'bb': np.float64(0.9999999998684312), 'jg': np.float64(1.8253760053361496e-56), 'stand': np.float64(1.3156877559487765e-10)}"
jg69_angles.json,jg,bb,1.0000000000910239,1,115.08341290975432,-9.10E-11,FALSE,"{'bb': np.float64(1.0), 'jg': np.float64(1.0469087140181275e-50), 'stand': np.float64(5.3420936425407844e-105)}"
stand52_angles.json,stand,stand,1.0000000000910239,1,200.84948983170534,-9.10E-11,TRUE,"{'bb': np.float64(2.657641633331777e-106), 'jg': np.float64(5.917998803337089e-88), 'stand': np.float64(1.0)}"
bb36_angles.json,bb,bb,1.0000000000910239,1,96.12967552786859,-9.10E-11,TRUE,"{'bb': np.float64(1.0), 'jg': np.float64(1.7840719746546057e-42), 'stand': np.float64(3.4640171807917944e-71)}"
stand57_angles.json,stand,bb,1.0000000000910239,1,79.82255727,-9.10E-11,FALSE,"{'bb': np.float64(1.0), 'jg': np.float64(7.38362447710277e-40), 'stand': np.float64(2.1552807293380033e-35)}"
stand5_angles.json,stand,stand,1.0000000000910239,1,100.9685998603859,-9.10E-11,TRUE,"{'bb': np.float64(2.6741579881631538e-86), 'jg': np.float64(1.4121935875702434e-44), 'stand': np.float64(1.0)}"
jg113_angles.json,jg,jg,1.0000000000910239,1,61.93731545495507,-9.10E-11,TRUE,"{'bb': np.float64(1.2617278055659563e-27), 'jg': np.float64(1.0), 'stand': np.float64(4.5794953990602874e-66)}"
bb119_angles.json,bb,bb,1.0000000000910239,1,425.65832691359765,-9.10E-11,TRUE,"{'bb': np.float64(1.0), 'jg': np.float64(1.3770111131980963e-185), 'stand': np.float64(2.8032985489842315e-235)}"
